"human","mouse","support_n","method","set_name","in_object"
"NOL3","Nol3",8,"babelgene","Combined_NR",TRUE
"NOP10","Nop10",11,"babelgene","Combined_NR",TRUE
"NOP56","Nop56",12,"babelgene","Combined_NR",TRUE
"NOSIP","Nosip",10,"babelgene","Combined_NR",TRUE
"NPM3","Npm3",12,"babelgene","Combined_NR",TRUE
"NPR3","Npr3",11,"babelgene","Combined_NR",TRUE
"NR3C1","Nr3c1",11,"babelgene","Combined_NR",TRUE
"NR4A1","Nr4a1",12,"babelgene","Combined_NR",TRUE
"NR4A2","Nr4a2",12,"babelgene","Combined_NR",TRUE
"NR4A3","Nr4a3",12,"babelgene","Combined_NR",TRUE
"NR5A2","Nr5a2",12,"babelgene","Combined_NR",TRUE
"NRP2","Nrp2",11,"babelgene","Combined_NR",TRUE
"NSDHL","Nsdhl",12,"babelgene","Combined_NR",TRUE
"NT5C3A","Nt5c3",9,"babelgene","Combined_NR",TRUE
"NT5E","Nt5e",11,"babelgene","Combined_NR",TRUE
"NTRK2","Ntrk2",11,"babelgene","Combined_NR",TRUE
"NUCB1","Nucb1",11,"babelgene","Combined_NR",TRUE
"NUCKS1","Nucks1",11,"babelgene","Combined_NR",TRUE
"NUDC","Nudc",12,"babelgene","Combined_NR",TRUE
"NUDT4","Nudt4",11,"babelgene","Combined_NR",TRUE
"NUP37","Nup37",11,"babelgene","Combined_NR",TRUE
"NUP98","Nup98",12,"babelgene","Combined_NR",TRUE
"NUTF2","Nutf2",11,"babelgene","Combined_NR",TRUE
"NXT1","Nxt1",12,"babelgene","Combined_NR",TRUE
"OASL","Oasl1",11,"babelgene","Combined_NR",TRUE
"OAT","Oat",12,"babelgene","Combined_NR",TRUE
"OCIAD2","Ociad2",12,"babelgene","Combined_NR",TRUE
"ODC1","Odc1",11,"babelgene","Combined_NR",TRUE
"OGT","Ogt",12,"babelgene","Combined_NR",TRUE
"OPLAH","Oplah",11,"babelgene","Combined_NR",TRUE
"OPTN","Optn",12,"babelgene","Combined_NR",TRUE
"ORC1","Orc1",11,"babelgene","Combined_NR",TRUE
"ORC3","Orc3",12,"babelgene","Combined_NR",TRUE
"ORC6","Orc6",12,"babelgene","Combined_NR",TRUE
"ORMDL1","Ormdl1",11,"babelgene","Combined_NR",TRUE
"ORMDL3","Ormdl3",12,"babelgene","Combined_NR",TRUE
"OSBPL10","Osbpl10",12,"babelgene","Combined_NR",TRUE
"OSBPL8","Osbpl8",12,"babelgene","Combined_NR",TRUE
"OSMR","Osmr",12,"babelgene","Combined_NR",TRUE
"OSTC","Ostc",11,"babelgene","Combined_NR",TRUE
"OSTF1","Ostf1",12,"babelgene","Combined_NR",TRUE
"OTUD7B","Otud7b",11,"babelgene","Combined_NR",TRUE
"OXLD1","Oxld1",10,"babelgene","Combined_NR",TRUE
"OXNAD1","Oxnad1",12,"babelgene","Combined_NR",TRUE
"P4HA2","P4ha2",12,"babelgene","Combined_NR",TRUE
"P4HB","P4hb",11,"babelgene","Combined_NR",TRUE
"PA2G4","Pa2g4",10,"babelgene","Combined_NR",TRUE
"PABPC1","Pabpc1",9,"babelgene","Combined_NR",TRUE
"PABPC4","Pabpc4",11,"babelgene","Combined_NR",TRUE
"PAG1","Pag1",12,"babelgene","Combined_NR",TRUE
"PAIP2","Paip2",12,"babelgene","Combined_NR",TRUE
"PAM","Pam",11,"babelgene","Combined_NR",TRUE
"PANK1","Pank1",12,"babelgene","Combined_NR",TRUE
"PANX2","Panx2",12,"babelgene","Combined_NR",FALSE
"PAPLN","Papln",11,"babelgene","Combined_NR",TRUE
"PARP1","Parp1",12,"babelgene","Combined_NR",TRUE
"PARP14","Parp14",11,"babelgene","Combined_NR",TRUE
"PARP4","Parp4",11,"babelgene","Combined_NR",TRUE
"PARP8","Parp8",11,"babelgene","Combined_NR",TRUE
"PARP9","Parp9",12,"babelgene","Combined_NR",TRUE
"PARVG","Parvg",11,"babelgene","Combined_NR",TRUE
"PASK","Pask",11,"babelgene","Combined_NR",TRUE
"PBXIP1","Pbxip1",12,"babelgene","Combined_NR",TRUE
"PC","Pcx",11,"babelgene","Combined_NR",TRUE
"PCBD1","Pcbd1",12,"babelgene","Combined_NR",FALSE
"PCBP3","Pcbp3",10,"babelgene","Combined_NR",TRUE
"PCED1B","Pced1b",12,"babelgene","Combined_NR",TRUE
"PCGF2","Pcgf2",11,"babelgene","Combined_NR",TRUE
"PCID2","Pcid2",12,"babelgene","Combined_NR",TRUE
"PCNP","Pcnp",11,"babelgene","Combined_NR",TRUE
"PCSK7","Pcsk7",11,"babelgene","Combined_NR",TRUE
"PDCD1","Pdcd1",12,"babelgene","Combined_NR",TRUE
"PDCD10","Pdcd10",12,"babelgene","Combined_NR",TRUE
"PDCD4","Pdcd4",12,"babelgene","Combined_NR",TRUE
"PDCD5","Pdcd5",11,"babelgene","Combined_NR",TRUE
"PDCL3","Pdcl3",12,"babelgene","Combined_NR",TRUE
"PDE3B","Pde3b",11,"babelgene","Combined_NR",TRUE
"PDE4B","Pde4b",11,"babelgene","Combined_NR",TRUE
"PDE4DIP","Pde4dip",9,"babelgene","Combined_NR",TRUE
"PDE7A","Pde7a",11,"babelgene","Combined_NR",TRUE
"PDIA3","Pdia3",12,"babelgene","Combined_NR",TRUE
"PDIA6","Pdia6",12,"babelgene","Combined_NR",TRUE
"PDS5A","Pds5a",11,"babelgene","Combined_NR",TRUE
"PEA15","Pea15a",12,"babelgene","Combined_NR",TRUE
"PECAM1","Pecam1",11,"babelgene","Combined_NR",TRUE
"PER1","Per1",11,"babelgene","Combined_NR",TRUE
"PERP","Perp",12,"babelgene","Combined_NR",TRUE
"PET100","Pet100",10,"babelgene","Combined_NR",TRUE
"PFKM","Pfkm",12,"babelgene","Combined_NR",TRUE
"PGAM1","Pgam1",11,"babelgene","Combined_NR",TRUE
"PGD","Pgd",12,"babelgene","Combined_NR",TRUE
"PGK1","Pgk1",11,"babelgene","Combined_NR",TRUE
"PHB2","Phb2",12,"babelgene","Combined_NR",TRUE
"PHC3","Phc3",11,"babelgene","Combined_NR",TRUE
"PHF11","Phf11a",9,"babelgene","Combined_NR",TRUE
"PHF20","Phf20",12,"babelgene","Combined_NR",TRUE
"PHF20L1","Phf20l1",12,"babelgene","Combined_NR",TRUE
"PHKA1","Phka1",11,"babelgene","Combined_NR",TRUE
"PHLDA1","Phlda1",12,"babelgene","Combined_NR",TRUE
"PHLDA2","Phlda2",11,"babelgene","Combined_NR",TRUE
"PHLDB1","Phldb1",11,"babelgene","Combined_NR",TRUE
"PHLPP1","Phlpp1",12,"babelgene","Combined_NR",TRUE
"PHPT1","Phpt1",12,"babelgene","Combined_NR",TRUE
"PHYKPL","Phykpl",12,"babelgene","Combined_NR",TRUE
"PIK3IP1","Pik3ip1",12,"babelgene","Combined_NR",TRUE
"PIK3R1","Pik3r1",11,"babelgene","Combined_NR",TRUE
"PIM1","Pim1",12,"babelgene","Combined_NR",TRUE
"PIM2","Pim2",12,"babelgene","Combined_NR",TRUE
"PIM3","Pim3",12,"babelgene","Combined_NR",TRUE
"PIN1","Pin1",11,"babelgene","Combined_NR",TRUE
"PIN4","Pin4",11,"babelgene","Combined_NR",TRUE
"PITHD1","Pithd1",12,"babelgene","Combined_NR",TRUE
"PKM","Pkm",10,"babelgene","Combined_NR",TRUE
"PKN1","Pkn1",12,"babelgene","Combined_NR",TRUE
"PLA1A","Pla1a",11,"babelgene","Combined_NR",TRUE
"PLA2G4C","Pla2g4c",11,"babelgene","Combined_NR",TRUE
"PLAT","Plat",12,"babelgene","Combined_NR",TRUE
"PLAUR","Plaur",12,"babelgene","Combined_NR",TRUE
"PLCG2","Plcg2",11,"babelgene","Combined_NR",TRUE
"PLEC","Plec",11,"babelgene","Combined_NR",TRUE
"PLEK","Plek",12,"babelgene","Combined_NR",TRUE
"PLEKHA2","Plekha2",11,"babelgene","Combined_NR",TRUE
"PLEKHB2","Plekhb2",11,"babelgene","Combined_NR",TRUE
"PLEKHF1","Plekhf1",12,"babelgene","Combined_NR",TRUE
"PLIN2","Plin2",11,"babelgene","Combined_NR",TRUE
"PLIN3","Plin3",12,"babelgene","Combined_NR",TRUE
"PLK2","Plk2",12,"babelgene","Combined_NR",TRUE
"PLK3","Plk3",12,"babelgene","Combined_NR",TRUE
"PLK4","Plk4",12,"babelgene","Combined_NR",TRUE
"PLOD2","Plod2",11,"babelgene","Combined_NR",TRUE
"PLP2","Plp2",11,"babelgene","Combined_NR",TRUE
"PLS3","Pls3",11,"babelgene","Combined_NR",TRUE
"PLSCR1","Plscr1",8,"babelgene","Combined_NR",TRUE
"PLTP","Pltp",12,"babelgene","Combined_NR",TRUE
"PLXNA1","Plxna1",12,"babelgene","Combined_NR",TRUE
"PLXNB2","Plxnb2",12,"babelgene","Combined_NR",TRUE
"PLXNB3","Plxnb3",11,"babelgene","Combined_NR",TRUE
"PMAIP1","Pmaip1",6,"babelgene","Combined_NR",TRUE
"PMCH","Pmch",11,"babelgene","Combined_NR",TRUE
"PMEPA1","Pmepa1",11,"babelgene","Combined_NR",TRUE
"PNISR","Pnisr",12,"babelgene","Combined_NR",TRUE
"PNP","Pnp2",11,"babelgene","Combined_NR",TRUE
"POLA2","Pola2",8,"babelgene","Combined_NR",TRUE
"POLD3","Pold3",11,"babelgene","Combined_NR",TRUE
"POLD4","Pold4",11,"babelgene","Combined_NR",TRUE
"POLR1D","Polr1d",11,"babelgene","Combined_NR",TRUE
"POLR2A","Polr2a",10,"babelgene","Combined_NR",TRUE
"POLR2E","Polr2e",12,"babelgene","Combined_NR",TRUE
"POLR2F","Polr2f",12,"babelgene","Combined_NR",TRUE
"POLR2G","Polr2g",12,"babelgene","Combined_NR",TRUE
"POLR2J","Polr2j",11,"babelgene","Combined_NR",TRUE
"POLR2L","Polr2l",12,"babelgene","Combined_NR",TRUE
"POLR3GL","Polr3gl",10,"babelgene","Combined_NR",TRUE
"POU2AF1","Pou2af1",12,"babelgene","Combined_NR",TRUE
"POU2F2","Pou2f2",11,"babelgene","Combined_NR",TRUE
"PPA1","Ppa1",12,"babelgene","Combined_NR",TRUE
"PPARG","Pparg",12,"babelgene","Combined_NR",TRUE
"PPCS","Ppcs",11,"babelgene","Combined_NR",TRUE
"PPFIBP1","Ppfibp1",12,"babelgene","Combined_NR",TRUE
"PPIA","Ppia",10,"babelgene","Combined_NR",TRUE
"PPIB","Ppib",12,"babelgene","Combined_NR",TRUE
"PPM1K","Ppm1k",12,"babelgene","Combined_NR",TRUE
"PPM1M","Ppm1m",12,"babelgene","Combined_NR",TRUE
"PPME1","Ppme1",12,"babelgene","Combined_NR",TRUE
"PPP1CA","Ppp1ca",12,"babelgene","Combined_NR",TRUE
"PPP1CB","Ppp1cb",12,"babelgene","Combined_NR",TRUE
"PPP1CC","Ppp1cc",10,"babelgene","Combined_NR",TRUE
"PPP1R10","Ppp1r10",11,"babelgene","Combined_NR",TRUE
"PPP1R12A","Ppp1r12a",12,"babelgene","Combined_NR",TRUE
"PPP1R14B","Ppp1r14b",11,"babelgene","Combined_NR",TRUE
"PPP1R15A","Ppp1r15a",12,"babelgene","Combined_NR",TRUE
"PPP1R18","Ppp1r18",12,"babelgene","Combined_NR",TRUE
"PPP2CA","Ppp2ca",12,"babelgene","Combined_NR",TRUE
"PPP2R2B","Ppp2r2b",11,"babelgene","Combined_NR",TRUE
"PPP5C","Ppp5c",10,"babelgene","Combined_NR",TRUE
"PPP6C","Ppp6c",12,"babelgene","Combined_NR",TRUE
"PPT1","Ppt1",10,"babelgene","Combined_NR",TRUE
"PRDM1","Prdm1",12,"babelgene","Combined_NR",TRUE
"PRDX2","Prdx2",11,"babelgene","Combined_NR",TRUE
"PRDX3","Prdx3",12,"babelgene","Combined_NR",TRUE
"PRDX5","Prdx5",11,"babelgene","Combined_NR",TRUE
"PRDX6","Prdx6",10,"babelgene","Combined_NR",TRUE
"PRELID1","Prelid1",12,"babelgene","Combined_NR",TRUE
"PREX1","Prex1",12,"babelgene","Combined_NR",TRUE
"PRF1","Prf1",12,"babelgene","Combined_NR",TRUE
"PRKACB","Prkacb",12,"babelgene","Combined_NR",TRUE
"PRKAR1A","Prkar1a",11,"babelgene","Combined_NR",TRUE
"PRKAR2A","Prkar2a",12,"babelgene","Combined_NR",TRUE
"PRKCA","Prkca",12,"babelgene","Combined_NR",TRUE
"PRKCH","Prkch",10,"babelgene","Combined_NR",TRUE
"PRKX","Prkx",12,"babelgene","Combined_NR",TRUE
"PRNP","Prnp",11,"babelgene","Combined_NR",TRUE
"PRODH","Prodh",8,"babelgene","Combined_NR",TRUE
"PROS1","Pros1",12,"babelgene","Combined_NR",TRUE
"PRPF38A","Prpf38a",12,"babelgene","Combined_NR",TRUE
"PRPF40A","Prpf40a",12,"babelgene","Combined_NR",TRUE
"PRR11","Prr11",12,"babelgene","Combined_NR",TRUE
"PRRC2B","Prrc2b",6,"babelgene","Combined_NR",TRUE
"PRRG4","Prrg4",12,"babelgene","Combined_NR",TRUE
"PRSS23","Prss23",12,"babelgene","Combined_NR",FALSE
"PRSS50","Prss50",9,"babelgene","Combined_NR",FALSE
"PSAP","Psap",12,"babelgene","Combined_NR",TRUE
"PSD4","Psd4",11,"babelgene","Combined_NR",TRUE
"PSEN2","Psen2",12,"babelgene","Combined_NR",TRUE
"PSMA4","Psma4",12,"babelgene","Combined_NR",TRUE
"PSMA5","Psma5",12,"babelgene","Combined_NR",TRUE
"PSMA6","Psma6",12,"babelgene","Combined_NR",TRUE
"PSMA7","Psma7",12,"babelgene","Combined_NR",TRUE
"PSMB1","Psmb1",12,"babelgene","Combined_NR",TRUE
"PSMB10","Psmb10",12,"babelgene","Combined_NR",TRUE
"PSMB2","Psmb2",12,"babelgene","Combined_NR",TRUE
"PSMB6","Psmb6",12,"babelgene","Combined_NR",TRUE
"PSMB8","Psmb8",12,"babelgene","Combined_NR",TRUE
"PSMB9","Psmb9",11,"babelgene","Combined_NR",TRUE
"PSMC1","Psmc1",12,"babelgene","Combined_NR",TRUE
"PSMC4","Psmc4",11,"babelgene","Combined_NR",TRUE
"PSMC5","Psmc5",12,"babelgene","Combined_NR",TRUE
"PSMD14","Psmd14",12,"babelgene","Combined_NR",TRUE
"PSME1","Psme1",11,"babelgene","Combined_NR",TRUE
"PSME2","Psme2",11,"babelgene","Combined_NR",TRUE
"PSMF1","Psmf1",12,"babelgene","Combined_NR",TRUE
"PTBP1","Ptbp1",12,"babelgene","Combined_NR",TRUE
"PTBP3","Ptbp3",12,"babelgene","Combined_NR",TRUE
"PTDSS1","Ptdss1",12,"babelgene","Combined_NR",TRUE
"PTEN","Pten",12,"babelgene","Combined_NR",TRUE
"PTGDR2","Ptgdr2",12,"babelgene","Combined_NR",TRUE
"PTGER4","Ptger4",12,"babelgene","Combined_NR",TRUE
"PTGR1","Ptgr1",12,"babelgene","Combined_NR",TRUE
"PTK2B","Ptk2b",11,"babelgene","Combined_NR",TRUE
"PTMS","Ptms",6,"babelgene","Combined_NR",TRUE
"PTN","Ptn",12,"babelgene","Combined_NR",FALSE
"PTP4A1","Ptp4a1",5,"babelgene","Combined_NR",TRUE
"PTPN1","Ptpn1",12,"babelgene","Combined_NR",TRUE
"PTPN22","Ptpn22",12,"babelgene","Combined_NR",TRUE
"PTPN3","Ptpn3",11,"babelgene","Combined_NR",TRUE
"PTPN4","Ptpn4",11,"babelgene","Combined_NR",TRUE
"PTPN6","Ptpn6",11,"babelgene","Combined_NR",TRUE
"PTPN7","Ptpn7",12,"babelgene","Combined_NR",TRUE
"PTPRCAP","Ptprcap",11,"babelgene","Combined_NR",TRUE
"PTRHD1","Ptrhd1",11,"babelgene","Combined_NR",TRUE
"PTTG1","Pttg1",10,"babelgene","Combined_NR",TRUE
"PUS7","Pus7",11,"babelgene","Combined_NR",TRUE
"PVR","Pvr",6,"babelgene","Combined_NR",TRUE
"PWP1","Pwp1",12,"babelgene","Combined_NR",TRUE
"PYCARD","Pycard",11,"babelgene","Combined_NR",TRUE
"PYHIN1","Ifi205",4,"babelgene","Combined_NR",FALSE
"PYURF","Pyurf",11,"babelgene","Combined_NR",FALSE
"R3HDM4","R3hdm4",12,"babelgene","Combined_NR",TRUE
"RAB10","Rab10",12,"babelgene","Combined_NR",TRUE
"RAB11A","Rab11a",11,"babelgene","Combined_NR",TRUE
"RAB18","Rab18",11,"babelgene","Combined_NR",TRUE
"RAB1B","Rab1b",11,"babelgene","Combined_NR",TRUE
"RAB27A","Rab27a",12,"babelgene","Combined_NR",TRUE
"RAB29","Rab29",12,"babelgene","Combined_NR",TRUE
"RAB2A","Rab2a",11,"babelgene","Combined_NR",TRUE
"RAB37","Rab37",12,"babelgene","Combined_NR",TRUE
"RAB5C","Rab5c",11,"babelgene","Combined_NR",TRUE
"RAB6A","Rab6a",11,"babelgene","Combined_NR",TRUE
"RAB8A","Rab8a",11,"babelgene","Combined_NR",TRUE
"RABAC1","Rabac1",12,"babelgene","Combined_NR",TRUE
"RABGGTB","Rabggtb",11,"babelgene","Combined_NR",TRUE
"RAC1","Rac1",11,"babelgene","Combined_NR",TRUE
"RAC2","Rac2",12,"babelgene","Combined_NR",TRUE
"RAC3","Rac3",12,"babelgene","Combined_NR",TRUE
"RACGAP1","Racgap1",12,"babelgene","Combined_NR",TRUE
"RAD51","Rad51",12,"babelgene","Combined_NR",TRUE
"RALA","Rala",12,"babelgene","Combined_NR",TRUE
"RALB","Ralb",11,"babelgene","Combined_NR",TRUE
"RALGAPA1","Ralgapa1",12,"babelgene","Combined_NR",TRUE
"RALY","Raly",11,"babelgene","Combined_NR",TRUE
"RANBP1","Ranbp1",10,"babelgene","Combined_NR",TRUE
"RANBP2","Ranbp2",9,"babelgene","Combined_NR",TRUE
"RAP1A","Rap1a",12,"babelgene","Combined_NR",TRUE
"RAP1B","Rap1b",11,"babelgene","Combined_NR",TRUE
"RAP1GDS1","Rap1gds1",11,"babelgene","Combined_NR",TRUE
"RARA","Rara",12,"babelgene","Combined_NR",TRUE
"RASA1","Rasa1",11,"babelgene","Combined_NR",TRUE
"RASAL3","Rasal3",10,"babelgene","Combined_NR",TRUE
"RASGRP1","Rasgrp1",12,"babelgene","Combined_NR",TRUE
"RASGRP4","Rasgrp4",12,"babelgene","Combined_NR",TRUE
"RASSF1","Rassf1",12,"babelgene","Combined_NR",TRUE
"RASSF4","Rassf4",12,"babelgene","Combined_NR",TRUE
"RBBP4","Rbbp4",11,"babelgene","Combined_NR",TRUE
"RBBP8","Rbbp8",12,"babelgene","Combined_NR",TRUE
"RBBP9","Rbbp9",12,"babelgene","Combined_NR",TRUE
"RBCK1","Rbck1",12,"babelgene","Combined_NR",TRUE
"RBL2","Rbl2",11,"babelgene","Combined_NR",TRUE
"RBM19","Rbm19",12,"babelgene","Combined_NR",TRUE
"RBM3","Rbm3",11,"babelgene","Combined_NR",TRUE
"RBM39","Rbm39",11,"babelgene","Combined_NR",TRUE
"RBM4","Rbm4",8,"babelgene","Combined_NR",TRUE
"RBMX","Rbmx",10,"babelgene","Combined_NR",TRUE
"RBPJ","Rbpj",11,"babelgene","Combined_NR",TRUE
"RBX1","Rbx1",11,"babelgene","Combined_NR",TRUE
"RCSD1","Rcsd1",12,"babelgene","Combined_NR",TRUE
"RDH10","Rdh10",12,"babelgene","Combined_NR",TRUE
"RECQL","Recql",11,"babelgene","Combined_NR",TRUE
"REEP5","Reep5",12,"babelgene","Combined_NR",TRUE
"REL","Rel",12,"babelgene","Combined_NR",TRUE
"REST","Rest",10,"babelgene","Combined_NR",TRUE
"RFC5","Rfc5",12,"babelgene","Combined_NR",TRUE
"RGCC","Rgcc",12,"babelgene","Combined_NR",TRUE
"RGL1","Rgl1",11,"babelgene","Combined_NR",TRUE
"RGS1","Rgs1",12,"babelgene","Combined_NR",TRUE
"RGS10","Rgs10",11,"babelgene","Combined_NR",TRUE
"RGS14","Rgs14",11,"babelgene","Combined_NR",TRUE
"RGS2","Rgs2",12,"babelgene","Combined_NR",TRUE
"RGS20","Rgs20",11,"babelgene","Combined_NR",TRUE
"RHEBL1","Rhebl1",12,"babelgene","Combined_NR",TRUE
"RHOB","Rhob",12,"babelgene","Combined_NR",TRUE
"RHOC","Rhoc",11,"babelgene","Combined_NR",TRUE
"RHOF","Rhof",12,"babelgene","Combined_NR",TRUE
"RHOH","Rhoh",12,"babelgene","Combined_NR",TRUE
"RILPL2","Rilpl2",12,"babelgene","Combined_NR",TRUE
"RIMKLA","Rimkla",12,"babelgene","Combined_NR",TRUE
"RIN3","Rin3",11,"babelgene","Combined_NR",TRUE
"RMI1","Rmi1",11,"babelgene","Combined_NR",TRUE
"RNASE4","Rnase4",11,"babelgene","Combined_NR",TRUE
"RNASEH2B","Rnaseh2b",12,"babelgene","Combined_NR",TRUE
"RNASEH2C","Rnaseh2c",12,"babelgene","Combined_NR",TRUE
"RNASEK","Rnasek",10,"babelgene","Combined_NR",TRUE
"RNASET2","Rnaset2a",10,"babelgene","Combined_NR",TRUE
"RNF10","Rnf10",11,"babelgene","Combined_NR",TRUE
"RNF125","Rnf125",11,"babelgene","Combined_NR",TRUE
"RNF138","Rnf138",11,"babelgene","Combined_NR",TRUE
"RNF139","Rnf139",12,"babelgene","Combined_NR",TRUE
"RNF145","Rnf145",12,"babelgene","Combined_NR",TRUE
"RNF166","Rnf166",11,"babelgene","Combined_NR",TRUE
"RNF167","Rnf167",11,"babelgene","Combined_NR",TRUE
"RNF181","Rnf181",10,"babelgene","Combined_NR",TRUE
"RNF187","Rnf187",8,"babelgene","Combined_NR",TRUE
"RNF19A","Rnf19a",12,"babelgene","Combined_NR",TRUE
"RNF19B","Rnf19b",12,"babelgene","Combined_NR",TRUE
"RNF213","Rnf213",10,"babelgene","Combined_NR",TRUE
"RNF7","Rnf7",11,"babelgene","Combined_NR",TRUE
"RNH1","Rnh1",10,"babelgene","Combined_NR",TRUE
"RNPC3","Rnpc3",12,"babelgene","Combined_NR",TRUE
"RNPS1","Rnps1",11,"babelgene","Combined_NR",TRUE
"ROMO1","Romo1",12,"babelgene","Combined_NR",TRUE
"RORA","Rora",12,"babelgene","Combined_NR",TRUE
"RORC","Rorc",12,"babelgene","Combined_NR",TRUE
"RPN2","Rpn2",11,"babelgene","Combined_NR",TRUE
"RPS4Y1","Rps4x",4,"babelgene","Combined_NR",TRUE
"RRAD","Rrad",12,"babelgene","Combined_NR",TRUE
"RRM1","Rrm1",11,"babelgene","Combined_NR",TRUE
"RRM2B","Rrm2b",12,"babelgene","Combined_NR",TRUE
"RRP12","Rrp12",12,"babelgene","Combined_NR",TRUE
"RSBN1L","Rsbn1l",11,"babelgene","Combined_NR",TRUE
"RSL1D1","Rsl1d1",11,"babelgene","Combined_NR",TRUE
"RSRP1","Rsrp1",10,"babelgene","Combined_NR",TRUE
"RTKN","Rtkn",11,"babelgene","Combined_NR",TRUE
"RTN4","Rtn4",12,"babelgene","Combined_NR",TRUE
"RUNX2","Runx2",11,"babelgene","Combined_NR",TRUE
"RUNX3","Runx3",11,"babelgene","Combined_NR",TRUE
"RWDD1","Rwdd1",12,"babelgene","Combined_NR",TRUE
"RYR1","Ryr1",11,"babelgene","Combined_NR",TRUE
"S100A10","S100a10",12,"babelgene","Combined_NR",TRUE
"S100A11","S100a11",11,"babelgene","Combined_NR",TRUE
"S100A4","S100a4",11,"babelgene","Combined_NR",TRUE
"S100A6","S100a6",12,"babelgene","Combined_NR",TRUE
"S100PBP","S100pbp",12,"babelgene","Combined_NR",TRUE
"S1PR1","S1pr1",11,"babelgene","Combined_NR",TRUE
"S1PR4","S1pr4",12,"babelgene","Combined_NR",TRUE
"SAFB2","Safb2",12,"babelgene","Combined_NR",TRUE
"SALL4","Sall4",11,"babelgene","Combined_NR",TRUE
"SAMD14","Samd14",12,"babelgene","Combined_NR",TRUE
"SAMD3","Samd3",11,"babelgene","Combined_NR",TRUE
"SAMD9L","Samd9l",11,"babelgene","Combined_NR",TRUE
"SAMHD1","Samhd1",12,"babelgene","Combined_NR",TRUE
"SAMSN1","Samsn1",10,"babelgene","Combined_NR",TRUE
"SAP18","Sap18",11,"babelgene","Combined_NR",TRUE
"SARAF","Saraf",12,"babelgene","Combined_NR",TRUE
"SASH3","Sash3",12,"babelgene","Combined_NR",TRUE
"SASS6","Sass6",11,"babelgene","Combined_NR",TRUE
"SAT1","Sat1",11,"babelgene","Combined_NR",TRUE
"SAV1","Sav1",12,"babelgene","Combined_NR",TRUE
"SCAF1","Scaf1",10,"babelgene","Combined_NR",TRUE
"SCAF11","Scaf11",11,"babelgene","Combined_NR",TRUE
"SCAMP2","Scamp2",12,"babelgene","Combined_NR",TRUE
"SCARB1","Scarb1",12,"babelgene","Combined_NR",TRUE
"SCCPDH","Sccpdh",12,"babelgene","Combined_NR",TRUE
"SCD","Scd1",8,"babelgene","Combined_NR",TRUE
"SCGB1A1","Scgb1a1",12,"babelgene","Combined_NR",FALSE
"SCML4","Scml4",12,"babelgene","Combined_NR",TRUE
"SCP2","Scp2",12,"babelgene","Combined_NR",TRUE
"SCUBE1","Scube1",11,"babelgene","Combined_NR",TRUE
"SDC1","Sdc1",12,"babelgene","Combined_NR",TRUE
"SDC4","Sdc4",12,"babelgene","Combined_NR",TRUE
"SDF4","Sdf4",12,"babelgene","Combined_NR",TRUE
"SDHB","Sdhb",12,"babelgene","Combined_NR",TRUE
"SDHD","Sdhd",11,"babelgene","Combined_NR",TRUE
"SEC61B","Sec61b",9,"babelgene","Combined_NR",TRUE
"SEC61G","Sec61g",12,"babelgene","Combined_NR",TRUE
"SECTM1","Sectm1a",10,"babelgene","Combined_NR",TRUE
"SEL1L3","Sel1l3",11,"babelgene","Combined_NR",TRUE
"SELL","Sell",12,"babelgene","Combined_NR",TRUE
"SELPLG","Selplg",10,"babelgene","Combined_NR",TRUE
"SEMA3B","Sema3b",10,"babelgene","Combined_NR",TRUE
"SEMA4D","Sema4d",11,"babelgene","Combined_NR",TRUE
"SERBP1","Serbp1",12,"babelgene","Combined_NR",TRUE
"SERPINB8","Serpinb8",11,"babelgene","Combined_NR",TRUE
"SERPINB9","Serpinb9",11,"babelgene","Combined_NR",TRUE
"SERPINE1","Serpine1",12,"babelgene","Combined_NR",TRUE
"SERTAD1","Sertad1",12,"babelgene","Combined_NR",TRUE
"SETBP1","Setbp1",10,"babelgene","Combined_NR",TRUE
"SETX","Setx",12,"babelgene","Combined_NR",TRUE
"SF3A2","Sf3a2",10,"babelgene","Combined_NR",TRUE
"SF3B4","Sf3b4",12,"babelgene","Combined_NR",TRUE
"SF3B5","Sf3b5",12,"babelgene","Combined_NR",TRUE
"SF3B6","Sf3b6",12,"babelgene","Combined_NR",TRUE
"SFMBT2","Sfmbt2",11,"babelgene","Combined_NR",TRUE
"SFXN1","Sfxn1",12,"babelgene","Combined_NR",TRUE
"SGCB","Sgcb",12,"babelgene","Combined_NR",TRUE
"SGPP2","Sgpp2",12,"babelgene","Combined_NR",TRUE
"SH2B2","Sh2b2",11,"babelgene","Combined_NR",TRUE
"SH3BGRL","Sh3bgrl",11,"babelgene","Combined_NR",TRUE
"SH3BP1","Sh3bp1",9,"babelgene","Combined_NR",TRUE
"SH3BP2","Sh3bp2",12,"babelgene","Combined_NR",TRUE
"SH3KBP1","Sh3kbp1",12,"babelgene","Combined_NR",TRUE
"SH3TC1","Sh3tc1",11,"babelgene","Combined_NR",TRUE
"SHB","Shb",12,"babelgene","Combined_NR",TRUE
"SHC4","Shc4",12,"babelgene","Combined_NR",TRUE
"SHCBP1","Shcbp1",11,"babelgene","Combined_NR",TRUE
"SHF","Shf",10,"babelgene","Combined_NR",TRUE
"SHISA3","Shisa3",12,"babelgene","Combined_NR",TRUE
"SHISA5","Shisa5",12,"babelgene","Combined_NR",TRUE
